Time,ZoneTemp,PMV,Energy_kWh,HeatingSetPoint,CoolingSetPoint
Timestamp,23.642728576583607,0.3,1.2,20.0,22.0
Timestamp,23.607645194576293,0.3,1.2,20.0,22.0
Timestamp,23.603320480954206,0.3,1.2,20.0,22.0
Timestamp,23.612300227450135,0.3,1.2,20.0,22.0
Timestamp,23.48309580203329,0.3,1.2,20.0,22.0
Timestamp,23.3665946046639,0.3,1.2,20.0,22.0
Timestamp,23.31164401259718,0.3,1.2,20.0,22.0
Timestamp,23.286479206909355,0.3,1.2,20.0,22.0
Timestamp,23.261134873963613,0.3,1.2,20.0,22.0
Timestamp,23.227253239776193,0.3,1.2,20.0,22.0
Timestamp,23.187994315497097,0.3,1.2,20.0,22.0
Timestamp,23.147041931918604,0.3,1.2,20.0,22.0
Timestamp,22.475839817989883,0.3,1.2,20.0,22.0
Timestamp,22.092179299140142,0.3,1.2,20.0,22.0
Timestamp,22.009995354404754,0.3,1.2,20.0,22.0
